Views,Comments,Shares,Likes,Bookmark,Duration,Link to TikTok,Caption,Transcripts,Hashtags,Cover Image,Audio,Date Posted
"17,900",40,61,479,156,59,https://www.tiktok.com/@mattfarmerai/video/7277823693345066245,Roblox Announces New AI Features at RDC 2023 #robloxdeveloper #rdc2023 #ai #aitools #artificialintelligence #ainews #aigaming #aidevelopment #technews ,"I found all the best AI tools for meetings
so you don't have to.
No. 1 and video eye contact.
I use this with all my videos and meetings
and no one knows it.
It keeps eye contact with the camera
no matter where you're looking.
No. 2 Fathom
records the meeting,
has a full transcription and summary,
and makes it really easy to share the
meeting summary with anyone.
I prefer fathom because it's completely free
over the other meeting co pilots.
No. 3 Google,
Zoom Microsoft
built in AI features
now these companies are trying to catch up.
They have AI summary tools built in that are real time
so if you show up late
you can instantly get caught up.
Google even released a feature for meetings
where you don't have to attend at all.
Just put in what you wanna talk about
and it will give your meeting notes so they can discuss.
What are your favorite AI tools?
Let me know in the comments you enjoy the video!
Like and follow for more AI tools,
guides and hacks!","robloxdeveloper, rdc2023, ai, aitools, artificialintelligence, ainews, aigaming, aidevelopment, technews",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/abd6cbeb01ae40569d611fe188d0677b_1694500393?lk3s=81f88b70&x-expires=1724050800&x-signature=7NMvM8iRD5COIlDEXl%2Bo91KntrQ%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oEdXXpObJlDeIJBCBvnAJYeAZFvAQCBQKvDJYU/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NWVnNjpoZjc5ZTQ6Zzg3M0BpamV4bDM6ZmQzbjMzNzU8M0BgXmAyYWMvNTAxLmJjXjBeYSNnNnJmcjRfYC1gLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884105&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=a2ac02ed008bc74ca393f37dfcb2aaa9&tk=0,9/11/2023
"7,807",7,34,291,226,47,https://www.tiktok.com/@mattfarmerai/video/7277367516702231814,?? The Best AI Tools for Meetings ???? #ai #aitools #artificialintelligence #googleai #ainews  #aibusiness #chatgpt #chatbot #businesstok ,"New AI tools
peek a lobs animate
an amazing text to video generator
that is completely free.
They added a new feature I haven't covered,
animation of images
and an increased frame rate
up to 24 fps.
And they look amazing!
Let me show you how to use it.
Sign up here in discord,
click one of the generate channels,
type slash animate.
Now upload the image,
put in your prompt.
You can set motion from 0 to 4
and also set frames per second with this command.
I recommend using a mix of 3 for motion
and 24 for frames.
Results are incredible.
You get 3 seconds of video.
I find for the prompts
you want to either prompt the motion
or include the image.
Prompt plus motion
prompt engineering makes a big difference in results.
Here are some examples from the community.
Highly recommend signing up for the service.
It's so good
and it's not gonna be free for long.
But before you sign up,
like, follow and share.
Helps me reach more people with these videos.","ai, aitools, artificialintelligence, googleai, ainews, aibusiness, chatgpt, chatbot, businesstok",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/f4a9a26eae9046039a5c9b85c9a4c224_1694394173?lk3s=81f88b70&x-expires=1724050800&x-signature=2XOT%2BnYqvHRqFITCSL4vtafZoOI%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oYneCQgfbEQandXOXnTJC0CGZDCSeoz4rmNYxA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NGU8NGRlOzYzNTw8ZzU8OEBpajtpcjM6Zmo5bTMzNzU8M0BgMS40YV41Ni0xLjRgX2NhYSMubF5ecjRnYnNgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884093&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=29504625eb2cab593d9c5dedf74dac3c&tk=0,9/10/2023
"136,700",67,558,"3,911","2,995",54,https://www.tiktok.com/@mattfarmerai/video/7277072104896367878,Pika Labs can now Animate Images ?? #texttovideo #pikalabs #aivideo #runwayml #midjourney #ai #openai #chatgpt #aiart #aiartist ,"Step aside is the grand entry back for my AI.
We got the new AI Sentry.
New AI tools
chirp by Suno generate an entire song with AI free.
Then up here you have to use this tool in discord.
You can generate up to 60 seconds of the song.
Let's try it out.
Prompt slash chirp add lyrics and the style.
I created rap lyrics in
chat.
GPT enough! New rules competitive stumble
playing the fools with mass on my AI with a crown tools
lately the holes we wield the power of the new AI tools.
It's actually really good.
It was entirely generated by AI.
The beat and the vocals.
You like the video and want more crazy AI tools
like and follow the hardest mother AI?","texttovideo, pikalabs, aivideo, runwayml, midjourney, ai, openai, chatgpt, aiart, aiartist",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/2946c1d01d654f549aeddb949da421dd_1694325397?lk3s=81f88b70&x-expires=1724050800&x-signature=IjdcCue8Z05Wt8YH6AEJm1JvYGw%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/o4n91SfVYCnf0QD5pbTWooZCEqSkVgDJa5EreJ/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=OGg2ZWczOjU1ZDY3M2k4OkBpMzQ8PGY6ZjhvbTMzNzU8M0A1NTY2LTY1NTQxNjMvMjZhYSNtNDRycjRfaXJgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884100&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=4d8e234d0d25bf96ef2947703ba61138&tk=0,9/9/2023
"19,500",58,78,511,406,56,https://www.tiktok.com/@mattfarmerai/video/7276645951345921286,Generate an ENTIRE Song with AI - Beats AND Vocals ?? #ai #aitools #artificialintelligence #aimusic #aisinging #aisong #suno #texttosong #musicai ,"New AI tools
Google Meet AI
AI can now attend meetings for you.
This feature is crazy.
You can auto generate some text about what
you might wanna discuss.
Those notes will be viewable to attendees during
the meeting so that they can discuss them.
This is a good way to signal that
your time is more important than theirs.
Or if you show up late,
Google will be able to show you a mid summary
so that you can catch up on what happened
during the call.
You'll be able to talk privately with Google
Chatpot to go over the details you might have missed.
It can even include video clips of important moments.
You can also click take notes for me
and the apple capture
a summary of action items as the meeting is going on.
This is similar to the features Microsoft
and zoom recently released.
At this rate,
humans will be set free from the burden of meetings.
If you enjoy the video,
like and follow for more AI tools,
guides and hacks!","ai, aitools, artificialintelligence, aimusic, aisinging, aisong, suno, texttosong, musicai",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c6b9714083934b1f86a04fe5c99d3146_1694226171?lk3s=81f88b70&x-expires=1724050800&x-signature=KK4fQtIm84iWWyQU1WbwgDOtCEI%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oUQJ4OtH0EiDNTFLgIfke1Sz9NWsvvehCoCL7M/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=OGU8aGU3aGZlNjo5OTpkOUBpM2Z4ODY6Znh3bTMzNzU8M0AxMzJgYjBeNV8xMWAtNDBjYSNmc2Q1cjRnYXFgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884102&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=321d9df4785f43374c67cdf5518abead&tk=0,9/8/2023
"7,684",16,32,201,96,47,https://www.tiktok.com/@mattfarmerai/video/7276619660785749253,Google Meet Got An AI Upgrade ???? #ai #aitools #artificialintelligence #googleai #ainews #googleworkspace #googleduet #aibusiness #chatgpt #chatbot #googlemeet ,"New AI tools Falcon 180 b
a new open large language model released today
that beats Llama 2 70 b and GBT 3.5.
What makes it different?
It has 180 billion parameters. Wow!
One of the largest open LLMs on the market.
It is currently the highest rated
pre trained model on the open LLM leaderboards.
You can try the demo free at hugging face right now.
Performance is estimated between GPT 3.5 and GPT4.
Also on par with Google's Palm to.
For my testing at
great results.
It is significantly faster than Falcon 40 b,
which was extremely slow,
so this is good to see.
One of the competitive advantages on Falcon
LM is the data selection method used during training.
The research team implemented a process to
extract high quality data
from the common crawl data set and eliminate duplicates.
It comes with a commercial license,
but when you carried over $1 million of revenue,
they're taking a 10% cut,
which in my opinion
is a bit steep.
Enjoy the video!
Like and follow for more AI tools guides and news!","ai, aitools, artificialintelligence, googleai, ainews, googleworkspace, googleduet, aibusiness, chatgpt, chatbot, googlemeet",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/d2661d5008744a25955440be66e05c3e_1694220048?lk3s=81f88b70&x-expires=1724050800&x-signature=B9wcXvy7618hVnhYgKofDbstc8I%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oQeviLAA3HVclY8TJcuewfgu2wQvdEFkZPem75/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Nzc1OWQ6aDc6OWg7N2VoM0BpanBxcWk6ZjZ1bTMzNzU8M0BfNF8xNDUxNi4xLjA2MDFeYSNfMm1ocjRvcnFgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884093&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=c0479c16cf655d9dcc0d17168b0b00de&tk=0,9/8/2023
"17,800",36,96,915,538,59,https://www.tiktok.com/@mattfarmerai/video/7276241341397470470,"Falcon-180B - New AI LLM, #1 Open Large Language Model ?? #ai #chatgpt #gpt4 #gpt3 #falcon180b #aimodel #artificialintelligence #openai #openllm #llm #aitools #ainews ","UAI Tools Zoom
AI companion
you ever not pay attention during a meeting
or show up late and have no idea what's going on?
Doom has officially saved the day with this new AI tool
called Zoom AI Companion.
It lets you use
AI to basically interact with a live meeting.
Show up late,
you can ask it what has been discussed so far
and you get a summary of what's been talked about
during the meeting instantly.
You can ask it anything.
Also real time translations.
That one's a game changer.
And real time AI transcriptions of the meeting
while it's live.
It has some other features that are not as good
in my opinion.
Catch up on Miss Chats
or composer reply.
Does anyone actually use chat in the zoom platform?
They're including these tools with
your current subscription at no extra cost.
Overall, I'm still using fathom for my meetings,
but I will be using this feature as well.
If you enjoyed the video,
like and follow for more AI tools,
guides and hacks!","1, ai, chatgpt, gpt4, gpt3, falcon180b, aimodel, artificialintelligence, openai, openllm, llm, aitools, ainews",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/85bf6c472bf1485fa0396e6edd920e0e_1694131965?lk3s=81f88b70&x-expires=1724050800&x-signature=hcQhLAJ%2FEQoVHqNjlF1bmICHHJ8%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oY2J0NTfo9P9j0eHCz434BNgCZe2hgCxMj0SZE/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=O2k0ZmQzZTU4NTVoNDw2OEBpamZrbTk6Znk5bTMzNzU8M0AzNS5jLzIxXy4xL2A1YS9gYSNhZ2oycjQwYXFgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884105&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=9761c22c18ee339c111cde47d5f9e329&tk=0,9/7/2023
"13,500",11,58,363,166,54,https://www.tiktok.com/@mattfarmerai/video/7275953629700295941,Zoom's New AI Companion is AMAZING ???? #ai #aitools #artificialintelligence #zoomai #zoomaicompanion #entrepreneurship #businessai #fireflies #fathom #businesstok ,"New AI tools play HT,
one of the best text to speech tools on the market.
You could even clone your own voice
with 30 seconds of audio. Is it good?
Let's find out.
First test is pre made voices.
It comes with 14 fine tune voices.
It comes with 25 free words.
One instant voice clone plane start at $39 per month.
Really good results.
I would say it's really close to 11 laps.
Female voices are notoriously hard to generate with AI,
but still quite good.
Now let's try to use the basic plan to clone my voice.
It takes 30 seconds of voice,
so I recorded 60 seconds.
Here are the results.
This audio is with the instant clone feature.
A higher quality version is available with a paid plan.
Surprisingly quite good.
What do you think of the voice clone?
Rate it out of 10 in the comments.
I give it a 7 out of 10.
You enjoyed the video?
Like and follow for more AI tools guides and news!","ai, aitools, artificialintelligence, zoomai, zoomaicompanion, entrepreneurship, businessai, fireflies, fathom, businesstok",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/dede1642cf634e90a47bda8a40c410ae_1694064976?lk3s=81f88b70&x-expires=1724050800&x-signature=czczjcPgJvFUfrsO1K7lNR6UK%2BI%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oEpYVNZwkHBwdNY5BAfhQCznUfCJNOmMIit5JL/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aWU4aGg8ZzQ0ZjM4MzMzZ0BpM2c2ZDM6Zm1wbTMzNzU8M0AyMi9eYl5gNTMxYmAvLmIwYSNsZl9lcjRvL3BgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884100&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=0bcb1b5ef59c90f03bd900effb6df90d&tk=0,9/6/2023
"37,300",46,118,"1,064",807,54,https://www.tiktok.com/@mattfarmerai/video/7275542548045729029,Play.HT AI Text-To-Speech Generator ????. #texttospeech #ai #aitools #artificialintelligence #AIvoice #aispeech #aiclone #voiceclone #chatbot #textovoice #playht #elevenlabs ,"New AI tools Google Duet,
Gmail Google Launch Duet
and since I use Google Business Suite,
I thought I'd provide a review on each tool.
Today we have Gmail.
It has a couple of new AI features
you could use directly in Gmail.
Let's try it out.
Write a new draft using a prompt
or use it when replying to an email.
I recently got accepted to a white list for an Arabic
LLM. I prompted thank them for the invite.
After generated,
you can update the prompt,
recreate the email to try a different version,
or refine it with 4 options formalize,
elaborate, shorten,
or I'm feeling lucky,
let's see how it elaborates.
Bam! It's quite good.
The saves me a step.
You can also compose an email from scratch with this.
Let's fire my cofounder as an example.
Bam! It's actually quite good.
I might keep it you Jeff!
If you enjoyed the video,
like and follow for more AI tools,
guides and hacks!","texttospeech, ai, aitools, artificialintelligence, aivoice, aispeech, aiclone, voiceclone, chatbot, textovoice, playht, elevenlabs",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/8cfef391f21c494cb2357460b620213a_1693969264?lk3s=81f88b70&x-expires=1724050800&x-signature=OhtOxUhPgpPkmmmDVBDM%2FMe%2FTKw%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oo034kWhmdJ8NMXIABfkC6HzQiJYZBa3tf9UbB/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZWVmPDY1NzlpN2doN2Q6ZEBpM25rOjQ6ZnZ4bTMzNzU8M0A2LzUyLjVeXzAxYDFiLjY1YSNla2NmcjRfam9gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884100&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=fbd3ca0e6bb6f07891061ab175ff5773&tk=0,9/5/2023
"7,761",12,18,293,124,53,https://www.tiktok.com/@mattfarmerai/video/7275193177047354630,Google Duet - Google's New AI Business Tools - Gmail ???? #gmail #googleduet #llm #ai #artificalintelligence #chatgpt #aibusiness #ainews #aitools #chatbot #businesstok ,"New AI tools to IT effects project.
It's a multi modal
open large language visual model.
What does that mean?
It has vision and could use text and images.
The best part,
you could use it right now on hugging face
and it's free!
What does it stand for?
Image wear decoder, enhance.
I love Flamingo with interleafs cross attention.
Wow, that's quite the acronym.
Let's try it out.
First test doesn't know cars. Yes,
it had no issues with a Lamborghini Countach.
Now dogs doesn't know what kind of dog this is.
No problem at all.
It's a mastiff.
It could even provide information about the breed.
IT effects operates similarly to GBT4,
yet it takes it a notch higher as its multi modal.
This means isn't just processing language,
but can analyze and process images too.
What makes it stand out is its extensive
parameter models.
One with an impressive 80 billion parameters
and another with 9 billion.
Right down on hugging face at this URL.
It is free to try and use.
Like and follow for more AI tools,
guides and hacks.","gmail, googleduet, llm, ai, artificalintelligence, chatgpt, aibusiness, ainews, aitools, chatbot, businesstok",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/eccc4619153c41cda030d040ca95243d_1693887925?lk3s=81f88b70&x-expires=1724050800&x-signature=Sjm2DIdHBlx6B4tUenAQwv2Ic8k%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/ow7Wu1AvZcfe0xznSJnfhtBaY2hv0JKIKffMtw/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Zzo2PDQ4aTQ5NGdmZTpkNEBpajxmPDY6ZmdkbTMzNzU8M0A1MS01NjU1XjMxMi1jNGExYSM1cWdzcjRvb29gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884099&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=a169eba131d50bbe2c71d52e9459738b&tk=0,9/4/2023
"12,300",16,91,659,454,56,https://www.tiktok.com/@mattfarmerai/video/7275110923642211589,IDEFICS - A New Multimodal Image + Text LLM ????? #llm #idefics #ai #artificialintelligence #chatgpt #openai #llama #ainews #aitools #chatbot ,"Top AI text to speech generators
AI voice is getting very good.
Here for the best text to speech generators.
Two paid and two free.
No. 1 11 labs.
Currently the best in the industry.
Paid and quite expensive.
Here's an example.
If you want a voice like this,
11 labs can do it.
No.2 robotic.
I would say second overall,
a bit more robotic.
Here's an example.
Here is an example of robotic text to speech.
No.3 Tortoise TTS.
Great quality and free.
I did a guide on installing it,
check it out.
Here's an example.
Once you have the first token,
you want to predict the second token given the input
and the first token using multi head attention.
No.4 Bark TTS.
Second best.
It has some effects you can add to the voice.
Here's the example.
The model is called bark like Clifford the Big Red Dog.
I've done reviews on all these tools.
Check them out.
Like and follow for more AI tools guides and news.","llm, idefics, ai, artificialintelligence, chatgpt, openai, llama, ainews, aitools, chatbot",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/532c9cd665c141fa94ef71486203b318_1693868771?lk3s=81f88b70&x-expires=1724050800&x-signature=JLG0WjGOkd0FsYnqXZailK3YDp0%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oEIU2ekomB1fBqnzMbiRwJNQDhYlw9FoljLCJu/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZjVmZzU7NmQ8ZWc5aDY6OUBpM3lvNzU6ZnQ5bTMzNzU8M0BhYDJiYDU1NS4xYjI0LmJjYSNsMmpucjQwMm9gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884102&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=4165342897f755d705a46e9f4b5044a3&tk=0,9/4/2023
"131,600",76,468,"3,863","2,726",55,https://www.tiktok.com/@mattfarmerai/video/7274810919098584325,Top AI Text-to-Speech Generators #AIvoice #aispeech #elevenlabs #texttospeech #ai #aitools #topai #bestai #artificalintelligence #businesstok ,"AI News MV Dream,
a new AI text to 3D model is in town,
and it looks incredible.
MV Dream is multi view diffusion for 3D generation.
What sets it apart?
The ability of this model to generate
geometrically consistent
multiview images simply from a text prompt.
This is a significant leap in the world of
artificial intelligence and 3D generation.
It combines the strength of 2D diffusion models
with the consistency of 3D data.
The researchers have crafted a solution that promises
to significantly improve 3D content generation.
This means that the challenge previously faced
and achieving consistent 3D visuals from 2D inputs
might soon be a thing of the past.
This is gonna be huge in sectors like gaming,
virtual reality,
film production,
and even architectural visualization.
Every dream could potentially revolutionize
the way we create,
visualize, and interact with 3D content.
The code will be released on Get Hub,
but hasn't been launched yet.
So like and follow,
because as soon as this code gets released,
I'll be doing a review.","aivoice, aispeech, elevenlabs, texttospeech, ai, aitools, topai, bestai, artificalintelligence, businesstok",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/55ee9feec9ef494f92dcd2afe7b750e4_1693798921?lk3s=81f88b70&x-expires=1724050800&x-signature=%2BVouzHQrTT5Gpp7b1oZcRZsRdv4%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/ooQU1ekUVBTFBjn0YbHy1JbQD8UY89ZJ8fICJg/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZWk5OTs1aDU2aTQ4aTg4PEBpMzU6NmY6ZjVvbTMzNzU8M0A1NC81X2A1X14xNDEtLjM2YSNzcC9pcjRfMW5gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884101&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=b251ba6723c47658023236bc51902c0f&tk=0,9/3/2023
"30,000",79,330,"1,876","1,148",58,https://www.tiktok.com/@mattfarmerai/video/7274443802872466693,MVDream New Text-to-3D Model is INSANE ?? #texto3d #aiart #aiartist #ai #aitools #artificalintelligence #3dmodel #stablediffusion ,"AI News Ernie Bot
by DO is just launched Ernie Bot 3.5
after the Chinese government approved its application.
This is China's answer to Chat GPT.
It is said to outperform GPT 3.5 and GPT
four in some tasks.
They double the training data through PUT,
increased French through PUT by 17 times,
and improved model performance by more than 50%.
You'd ask questions,
get market analysis,
slogan ideas,
or even document summaries.
It had 1 million users sign up in 19 hours since launch.
By DO even has a plug in market for Ernie.
You download it from the App Store by do site.
Ernie bought is elbow globally,
but users need a Chinese number to register and log in.
I'd love to review it.
Anyone wanna help me out with this?
They're not stopping at Ernie Bot either.
Get ready for more AI native apps
focusing on understanding, generation,
reasoning and memory.
CEO Lee says
they'll use our feedback to innovate and improve.
You enjoyed the news?
Like and follow for more AI tools,
guides and news!","texto3d, aiart, aiartist, ai, aitools, artificalintelligence, 3dmodel, stablediffusion",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/3324ec8896884de582732e3da350c898_1693713439?lk3s=81f88b70&x-expires=1724050800&x-signature=SjwNVniDKJDuXH%2B7fNtVjui1%2F2M%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oYmUDne9oInMlXOCQlOQbRDfk0MoJU9BJXCABB/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aGRmMzc2ZTQ4ZGRkNmg8ZkBpajtubmU6ZjwzbTMzNzU8M0BiXjUxL2A0X18xNDZgMmNgYSNmNGNzcjRfNW5gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884104&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=107ebcf9615ef7b624ad40ff27478ed1&tk=0,9/2/2023
"2,467",8,6,103,40,56,https://www.tiktok.com/@mattfarmerai/video/7274123590461672710,Baidu Launches Ernie Bot 3.5 a ChatGPT Competitor ?? #ainews #baidu #baiduai #erniebot #chinaai #ai #chatgpt #gpt3 #gpt4 #chatbot #artificialintelligence #aitools ,"New AI tools my Markie,
fire your social media agency.
I've been waiting for a tool like this forever.
This tool can make an entire
month worth of social media content in minutes.
Images and text.
No more excuses for businesses to ignore social media.
Let's check it out.
Set up the post type you wanna make.
This tool works really well for authors,
but it could also do other products.
Now select the style.
Tons to choose from.
I picked memes.
Fill out some basic information.
I run an affiliate offer for a herbal remedy book,
but I just pasted it some text from the website.
Bam! Social media post.
It will even post them to social.
It also has a tinder style rating system
which is hilarious
but also a good way of doing it.
You could even use this tool to make a social media
agency if you wanna make some money.
I've been working with businesses to give
you guys deals.
When signing up
they hooked me up with a promo code.
Use this if you wanna purchase.
If you enjoy the video,
like and follow for more AI tools,
guides and news!","ainews, baidu, baiduai, erniebot, chinaai, ai, chatgpt, gpt3, gpt4, chatbot, artificialintelligence, aitools",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/96a031c83abe48f2932cf95c7c0bfa69_1693638892?lk3s=81f88b70&x-expires=1724050800&x-signature=KRc4g9J0sMHJ62b8tqr3wS7P0Og%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oUPRQYeEf7JskwDyBbnCYD8TJUkQ4BjUkuDNbA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Thurw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NTlmNjdpaWVmZjllaTk5ZkBpM3J0Ojw6ZnVobTMzNzU8M0A2YzZgMmEyXl8xMzQwLmA2YSMzZWBpcjQwLm1gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884102&l=2024081707404549213DEC69C91F4EDD16&ply_type=3&policy=3&signature=c0830be48abcd3109dc776e1e13a317f&tk=0,9/2/2023
